"","X","ResponseID","ResponseSet","Name","ExternalDataReference","EmailAddress","IPAddress","Status","StartDate","EndDate","Finished","mTurkCode","gender","age","ethnicity","work.when.not.encouraged","resentful","given.up","rebel","good.listener","took.advantage","admit.mistake","get.even","courteous","ideas.different.from.own","jealous.of.others","irritated.by.favors","hurt.someones.feelings","weight","height","household.size","annual.income","exercise","LocationLatitude","LocationLongitude","LocationAccuracy","income","annualincome","bmi","recepie","measurement","MealStyle","TreatMent"
"1646",106,"R_2fvxguqIg8SF6wp","Default Response Set","Anonymous",NA,NA,"172.56.22.46",0,"8/3/2015 12:17","8/3/2015 12:20",1,25303234,"Male",45,"White",2,0,1,0,1,0,1,0,1,0,1,1,0,190,68,"6+",1e+05,"Several Times a week","38","-97",-1,100000,100000,29.5847750865052,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1647",108,"R_1OU0Up06KN7uiVj","Default Response Set","Anonymous",NA,NA,"73.22.44.253",0,"8/3/2015 13:29","8/3/2015 13:33",1,36420188,"Female",27,"White",2,1,0,0,0,0,1,0,1,0,1,1,1,145,65,"2-3",54000,"Once or twice a week","41,61630249","-87,83709717",-1,54000,54000,24.7100591715976,"Healthy.Chicken.with.Salsa",-9,"Chicken","Healthy"
"1648",110,"R_3jdFkGb9mhc2Yac","Default Response Set","Anonymous",NA,NA,"192.55.55.39",0,"8/3/2015 17:06","8/3/2015 17:10",1,56188412,"Male",27,"Other",1,1,0,0,1,0,0,1,1,0,1,1,1,143,71,"1",1e+05,"Several Times a week","45,58479309","-122,9116974",-1,100000,100000,20.4245189446538,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1649",112,"R_3niWfeBANSSyacF","Default Response Set","Anonymous",NA,NA,"67.247.135.75",0,"8/3/2015 9:01","8/3/2015 17:20",1,15932187,"Female",41,"White",2,1,0,0,1,1,0,0,0,0,1,1,0,125,64,"2-3",80000,"Once or twice a week","43,11540222","-77,55760193",-1,80000,80000,21.97265625,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1650",114,"R_5pRboLbNYQ5VTVf","Default Response Set","Anonymous",NA,NA,"69.204.44.253",0,"8/4/2015 17:17","8/4/2015 17:20",1,18088340,"Female",14,"White",1,1,1,0,1,0,1,0,1,0,1,0,0,130,65,"4-5",NA,"Once or twice a week","42,97619629","-78,79470062",-1,NA,NA,22.1538461538462,"Healthy.Chicken.with.Salsa",-14,"Chicken","Healthy"
"1651",117,"R_1FhbPRIaOpP0Ofz","Default Response Set","Anonymous",NA,NA,"50.74.102.180",0,"8/6/2015 16:39","8/6/2015 16:40",1,37752313,"Female",26,"White",1,1,1,1,1,0,1,0,0,0,1,1,1,135,62,"4-5",15000,"Once or twice a week","40,74490356","-73,97820282",-1,15000,15000,25.2861602497399,"Healthy.Chicken.with.Salsa",-14,"Chicken","Healthy"
"1652",119,"R_Bsq07CpLZnBx0Bz","Default Response Set","Anonymous",NA,NA,"132.178.160.153",0,"8/6/2015 16:40","8/6/2015 16:41",1,5289412,"Male",30,"White",2,1,0,1,0,1,0,1,0,0,1,1,0,225,74,"2-3",55000,"Once or twice a month","43,4598999","-116,2440033",-1,55000,55000,29.5836376917458,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1653",120,"R_21alxqqdyW6crKV","Default Response Set","Anonymous",NA,NA,"76.17.14.151",0,"8/6/2015 16:39","8/6/2015 16:41",1,12030834,"Female",39,"White",1,1,1,0,1,0,1,1,0,0,1,1,0,155,63,"4-5",10000,"Once or twice a month","33,86019897","-84,76540375",-1,10000,10000,28.1179138321995,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1654",127,"R_1isuO4G49SeIRbI","Default Response Set","Anonymous",NA,NA,"107.134.67.105",0,"8/6/2015 16:42","8/6/2015 16:44",1,53603568,"Female",39,"White",2,0,1,0,1,0,1,0,1,0,1,0,0,136,66,"2-3",35000,"Several Times a week","34,08729553","-80,92939758",-1,35000,35000,22.4793388429752,"Healthy.Chicken.with.Salsa",-15,"Chicken","Healthy"
"1655",128,"R_1hRsjvGawc3wsmt","Default Response Set","Anonymous",NA,NA,"64.203.251.14",0,"8/6/2015 16:44","8/6/2015 16:45",1,28836389,"Female",27,"White",1,1,1,1,1,1,1,1,1,0,1,1,0,125,62,"1",40000,"Several Times a week","32,43890381","-80,74659729",-1,40000,40000,23.4131113423517,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1656",129,"R_3HtOa4y4Jtcy4bQ","Default Response Set","Anonymous",NA,NA,"76.236.14.160",0,"8/6/2015 16:44","8/6/2015 16:45",1,57816922,"Male",36,"White",1,1,1,1,1,1,1,1,1,0,1,1,0,162,66,"1",1500,"Several Times a week","43,11880493","-85,49430084",-1,1500,1500,26.7768595041322,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1657",131,"R_1kYLLrEVk8VQrhI","Default Response Set","Anonymous",NA,NA,"96.35.41.19",0,"8/6/2015 16:45","8/6/2015 16:46",1,91746059,"Male",28,"White",1,1,1,0,0,1,1,0,0,0,1,1,0,135,65,"4-5",12000,"Once or twice a month","38,6499939","-90,53340149",-1,12000,12000,23.0059171597633,"Healthy.Chicken.with.Salsa",-9,"Chicken","Healthy"
"1658",132,"R_3PNXzbUddA1TVoI","Default Response Set","Anonymous",NA,NA,"107.47.131.130",0,"8/6/2015 16:43","8/6/2015 16:47",1,43581490,"Female",28,"White",1,1,1,0,0,0,0,0,1,1,0,0,0,123,63,"2-3",20000,"Several Times a week","40,76170349","-82,51260376",-1,20000,20000,22.312925170068,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1659",133,"R_2bJ0vFIzBXmWPxO","Default Response Set","Anonymous",NA,NA,"72.76.49.177",0,"8/6/2015 16:46","8/6/2015 16:48",1,50523051,"Female",53,"White",2,0,0,0,1,0,1,0,1,0,1,0,1,160,68,"2-3",4000,"Less often than once a month","40,77119446","-74,20680237",-1,4000,4000,24.9134948096886,"Healthy.Chicken.with.Salsa",-14,"Chicken","Healthy"
"1660",134,"R_1geltJxDR5vSBZG","Default Response Set","Anonymous",NA,NA,"71.75.34.150",0,"8/6/2015 16:47","8/6/2015 16:48",1,8010776,"Male",45,"White",2,1,0,1,1,1,1,1,0,0,1,1,0,270,74,"1",50000,"Several Times a week","35,46470642","-81,57620239",-1,50000,50000,35.500365230095,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1661",135,"R_3itktNSXUh9TyNB","Default Response Set","Anonymous",NA,NA,"76.8.161.255",0,"8/6/2015 16:48","8/6/2015 16:49",1,74754834,"Female",29,"White",2,0,1,0,0,0,1,0,0,0,1,1,0,150,63,"4-5",2000,"Several Times a week","37,54849243","-82,20050049",-1,2000,2000,27.2108843537415,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1662",136,"R_10uYJEXq1fmcVJS","Default Response Set","Anonymous",NA,NA,"75.64.199.3",0,"8/6/2015 16:48","8/6/2015 16:50",1,36617709,"Female",40,"White",2,1,0,0,1,1,0,1,0,0,1,1,0,112,65,"2-3",15000,"Several Times a week","32,28829956","-88,58799744",-1,15000,15000,19.0863905325444,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1663",137,"R_1IRVKJDgsLHnnJe","Default Response Set","Anonymous",NA,NA,"99.64.52.122",0,"8/6/2015 16:46","8/6/2015 16:50",1,82248687,"Female",59,"White",2,0,0,0,1,0,1,0,1,0,1,1,1,118,64,"1",30000,"Less often than once a month","33,61410522","-101,9573975",-1,30000,30000,20.7421875,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1664",138,"R_2WUoAEBghBmfC1H","Default Response Set","Anonymous",NA,NA,"50.186.76.160",0,"8/6/2015 16:48","8/6/2015 16:50",1,52541285,"Male",24,"White",2,0,0,0,1,0,1,0,1,1,0,0,1,180,67,"1",20000,"Once or twice a week","40,47740173","-112,0082016",-1,20000,20000,28.8705725105814,"Healthy.Chicken.with.Salsa",-15,"Chicken","Healthy"
"1665",141,"R_25SYEWpObIdD1VF","Default Response Set","Anonymous",NA,NA,"14.99.171.83",0,"8/6/2015 16:48","8/6/2015 16:51",1,62876949,"Male",33,"Asian/Pacific Islander",1,1,1,1,1,1,0,1,0,0,1,1,0,160,70,"1",39000,"Once or twice a week","20","77",-1,39000,39000,23.5102040816327,"Healthy.Chicken.with.Salsa",-13,"Chicken","Healthy"
"1666",142,"R_TiTSw8Vvx2pMnhT","Default Response Set","Anonymous",NA,NA,"71.31.195.114",0,"8/6/2015 16:49","8/6/2015 16:51",1,4848381,"Male",22,"White",1,1,1,0,1,0,1,0,1,1,1,0,0,340,70,"2-3",22000,"Several Times a week","42,10450745","-79,2519989",-1,22000,22000,49.9591836734694,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1667",145,"R_3LbwR1TNElRpoJS","Default Response Set","Anonymous",NA,NA,"98.211.182.80",0,"8/6/2015 16:51","8/6/2015 16:55",1,34182335,"Female",55,"Black or African American",2,0,0,0,1,0,1,0,1,0,1,1,1,184,68,"2-3",30000,"Several Times a week","26,10009766","-80,27230072",-1,30000,30000,28.6505190311419,"Healthy.Chicken.with.Salsa",-14,"Chicken","Healthy"
"1668",148,"R_yx1R1Tc5Ep32HBv","Default Response Set","Anonymous",NA,NA,"65.25.78.123",0,"8/6/2015 17:00","8/6/2015 17:01",1,31726383,"Male",38,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,145,65,"2-3",23000,"Once or twice a week","40,8986969","-81,3239975",-1,23000,23000,24.7100591715976,"Healthy.Chicken.with.Salsa",-15,"Chicken","Healthy"
"1669",149,"R_3nSCv5z3TsmbhRX","Default Response Set","Anonymous",NA,NA,"199.245.199.126",0,"8/6/2015 16:58","8/6/2015 17:01",1,19931188,"Female",38,"White",2,1,1,0,0,0,1,0,1,0,1,1,1,195,69,"2-3",29000,"Less often than once a month","39,03930664","-95,20870209",-1,29000,29000,29.4896030245747,"Healthy.Chicken.with.Salsa",-12,"Chicken","Healthy"
"1670",150,"R_330ZgeuvMMEDg65","Default Response Set","Anonymous",NA,NA,"164.113.217.51",0,"8/6/2015 17:00","8/6/2015 17:02",1,95897362,"Male",34,"White",2,1,0,0,1,1,1,0,1,0,0,1,0,250,72,"2-3",46000,"Once or twice a month","39,03930664","-95,20870209",-1,46000,46000,34.7222222222222,"Healthy.Chicken.with.Salsa",-13,"Chicken","Healthy"
"1671",152,"R_3GqZkpXHjrYmq8E","Default Response Set","Anonymous",NA,NA,"98.212.172.203",0,"8/6/2015 17:03","8/6/2015 17:05",1,3882442,"Female",26,"White",2,0,0,0,1,0,1,0,1,0,0,0,1,159,61,"2-3",18000,"Several Times a week","41,55949402","-85,85420227",-1,18000,18000,30.7659231389411,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1672",153,"R_1K73BLex2zFMpbS","Default Response Set","Anonymous",NA,NA,"108.193.223.1",0,"8/6/2015 17:04","8/6/2015 17:06",1,46466136,"Male",25,"Asian/Pacific Islander",1,1,1,0,1,0,1,0,1,0,1,0,0,300,69,"1",9000,"Never","34,07609558","-118,1441956",-1,9000,9000,45.3686200378072,"Healthy.Chicken.with.Salsa",-12,"Chicken","Healthy"
"1673",163,"R_2ZZISOLrJwdMhAh","Default Response Set","Anonymous",NA,NA,"99.101.100.181",0,"8/6/2015 18:31","8/6/2015 18:33",1,23340793,"Male",27,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,164,71,"2-3",48000,"Once or twice a month","35,03869629","-89,92759705",-1,48000,48000,23.423923824638,"Healthy.Chicken.with.Salsa",-12,"Chicken","Healthy"
"1674",165,"R_2q4wAE9SOei5caA","Default Response Set","Anonymous",NA,NA,"54.174.77.195",0,"8/6/2015 18:31","8/6/2015 18:36",1,36083680,"Male",28,"Asian/Pacific Islander",2,1,0,0,1,0,1,1,1,0,1,1,1,185,65,"2-3",90000,"Several Times a week","39,04370117","-77,48750305",-1,90000,90000,31.5266272189349,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1675",168,"R_OPc657uA5CNxdzb","Default Response Set","Anonymous",NA,NA,"174.58.15.129",0,"8/6/2015 18:40","8/6/2015 18:42",1,8177844,"Female",61,"White",1,1,1,0,0,1,1,0,0,0,0,1,0,98,63,"4-5",90000,"Once or twice a month","27,32550049","-82,4733963",-1,90000,90000,17.7777777777778,"Healthy.Chicken.with.Salsa",-12,"Chicken","Healthy"
"1676",169,"R_2y7M9tg35X5aCwY","Default Response Set","Anonymous",NA,NA,"172.2.142.120",0,"8/6/2015 18:42","8/6/2015 18:43",1,91320924,"Female",33,"White",2,1,0,0,1,0,0,1,0,0,0,0,0,170,65,"2-3",120000,"Several Times a week","32,77729797","-117,1007996",-1,120000,120000,28.9704142011834,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1677",170,"R_124OpSREb0pbvtU","Default Response Set","Anonymous",NA,NA,"76.177.192.54",0,"8/6/2015 18:41","8/6/2015 18:43",1,29501383,"Female",28,"White",1,1,1,1,1,0,1,1,1,0,1,1,0,120,63,"2-3",50000,"Several Times a week","37,645401","-84,81710052",-1,50000,50000,21.7687074829932,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1678",172,"R_50Sx8kFfdiDT8Zz","Default Response Set","Anonymous",NA,NA,"24.255.7.230",0,"8/6/2015 18:47","8/6/2015 18:49",1,55353393,"Male",24,"White",1,1,1,1,1,1,1,1,0,1,1,1,0,170,72,"1",19000,"Once or twice a week","33,40010071","-111,9290009",-1,19000,19000,23.6111111111111,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1679",173,"R_dj7RqzXTS9dZukF","Default Response Set","Anonymous",NA,NA,"63.79.0.25",0,"8/6/2015 19:07","8/6/2015 19:09",1,12225633,"Male",35,"White",2,1,1,0,1,0,1,1,0,0,1,1,0,152,66,"1",35000,"Once or twice a week","37,6875","-97,33799744",-1,35000,35000,25.1239669421488,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1680",174,"R_b3E9oyr9rhv16lb","Default Response Set","Anonymous",NA,NA,"54.148.44.119",0,"8/6/2015 19:27","8/6/2015 19:28",1,93740005,"Male",28,"White",2,1,0,1,1,1,1,1,1,0,1,0,0,200,72,"1",40000,"Several Times a week","45,83990479","-119,7005997",-1,40000,40000,27.7777777777778,"Healthy.Chicken.with.Salsa",-11,"Chicken","Healthy"
"1681",176,"R_2CNi4wvIHlav4eb","Default Response Set","Anonymous",NA,NA,"69.124.9.157",0,"8/6/2015 19:58","8/6/2015 20:00",1,13823355,"Male",33,"White",2,0,0,0,1,0,1,0,1,1,0,0,1,175,74,"1",35000,"Several Times a week","40,84080505","-73,03949738",-1,35000,35000,23.009495982469,"Healthy.Chicken.with.Salsa",-10,"Chicken","Healthy"
"1682",177,"R_eyOk0kCIr8SF2ql","Default Response Set","Anonymous",NA,NA,"142.197.72.156",0,"8/6/2015 20:25","8/6/2015 20:27",1,36543682,"Female",39,"White",2,0,0,0,1,0,0,0,1,0,0,1,1,130,67,"2-3",35000,"Several Times a week","28,25190735","-80,66069794",-1,35000,35000,20.8509690354199,"Healthy.Chicken.with.Salsa",-9,"Chicken","Healthy"
"1683",179,"R_5oKJJhS8clSXHrz","Default Response Set","Anonymous",NA,NA,"50.105.132.46",0,"8/6/2015 20:34","8/6/2015 20:36",1,70612723,"Female",57,"White",1,0,0,0,1,0,1,0,1,1,0,0,0,165,66,"2-3",30000,"Several Times a week","43,76849365","-88,01609802",-1,30000,30000,27.2727272727273,"Healthy.Chicken.with.Salsa",-12,"Chicken","Healthy"
"1684",4,"R_1ooO6B0mcqbW7h6","Default Response Set","Anonymous",NA,NA,"99.135.147.178",0,"8/2/2015 20:22","8/2/2015 20:24",1,90644467,"Male",32,"White",1,1,1,1,0,1,1,1,0,0,1,1,0,135,70,"1",32000,"Never","41,8032074","-88,13410187",-1,32000,32000,19.8367346938776,"Low.Cal.Beef.and.Bean.Chili.Tacos",-14,NA,"LowCal"
"1685",7,"R_1N3cE8SGAMJs4vA","Default Response Set","Anonymous",NA,NA,"71.13.60.106",0,"8/2/2015 20:23","8/2/2015 20:25",1,16534992,"Female",45,"White",2,0,0,0,1,0,1,0,NA,1,0,0,1,170,62,"2-3",50000,"Once or twice a week","43,61470032","-84,79270172",-1,50000,50000,31.8418314255983,"Low.Cal.Beef.and.Bean.Chili.Tacos",-15,NA,"LowCal"
"1686",9,"R_300H5hxepTlzcDO","Default Response Set","Anonymous",NA,NA,"68.64.114.29",0,"8/2/2015 20:25","8/2/2015 20:26",1,72529040,"Male",25,"White",2,1,1,0,1,1,1,0,1,0,1,1,0,180,65,"2-3",20000,"Never","37,33540344","-82,95659637",-1,20000,20000,30.6745562130178,"Low.Cal.Beef.and.Bean.Chili.Tacos",-15,NA,"LowCal"
"1687",10,"R_2ZTvVXKo3U5PFhG","Default Response Set","Anonymous",NA,NA,"24.120.206.150",0,"8/2/2015 20:24","8/2/2015 20:26",1,7540586,"Male",41,"Asian/Pacific Islander",2,0,0,0,0,1,1,1,0,0,1,0,0,135,66,"1",53000,"Several Times a week","36,17500305","-115,1371994",-1,53000,53000,22.3140495867769,"Low.Cal.Beef.and.Bean.Chili.Tacos",-10,NA,"LowCal"
"1688",14,"R_2Vgxn1UYrJ5SEyP","Default Response Set","Anonymous",NA,NA,"75.161.148.119",0,"8/2/2015 20:27","8/2/2015 20:28",1,78320439,"Male",27,"White",2,1,0,0,1,0,1,1,1,0,1,0,0,198,72,"1",48000,"Several Times a week","44,97290039","-93,28730011",-1,48000,48000,27.5,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1689",15,"R_8jf6jmOCo9kznfX","Default Response Set","Anonymous",NA,NA,"99.127.218.186",0,"8/2/2015 20:26","8/2/2015 20:29",1,63078062,"Male",28,"White",1,1,1,1,0,1,1,1,0,0,1,1,0,185,70,"2-3",80000,"Once or twice a week","41,87449646","-87,65029907",-1,80000,80000,27.1836734693878,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1690",16,"R_1et3Xp05LFeTO5C","Default Response Set","Anonymous",NA,NA,"66.30.28.179",0,"8/2/2015 20:26","8/2/2015 20:29",1,58063013,"Male",32,"White",1,1,1,1,0,1,0,1,0,0,1,1,0,230,73,"1",40000,"Once or twice a week","41,73049927","-71,11450195",-1,40000,40000,31.0752486395196,"Low.Cal.Beef.and.Bean.Chili.Tacos",-14,NA,"LowCal"
"1691",18,"R_3dR0a6gCD8JRN0r","Default Response Set","Anonymous",NA,NA,"67.44.203.34",0,"8/2/2015 20:27","8/2/2015 20:30",1,34940989,"Female",46,"White",2,1,1,1,1,0,1,0,0,0,0,1,0,140,62,"4-5",35000,"Several Times a week","38","-97",-1,35000,35000,26.2226847034339,"Low.Cal.Beef.and.Bean.Chili.Tacos",-13,NA,"LowCal"
"1692",21,"R_szeqrEBt3KB32uZ","Default Response Set","Anonymous",NA,NA,"75.135.130.128",0,"8/2/2015 20:29","8/2/2015 20:31",1,45865785,"Male",50,"White",1,1,1,1,0,1,1,1,0,1,1,1,1,212,69,"2-3",15000,"Less often than once a month","45,34489441","-84,91500092",-1,15000,15000,32.0604914933837,"Low.Cal.Beef.and.Bean.Chili.Tacos",-12,NA,"LowCal"
"1693",27,"R_3MGQVIDhZybqRQb","Default Response Set","Anonymous",NA,NA,"24.6.178.238",0,"8/2/2015 20:37","8/2/2015 20:40",1,48237432,"Male",39,"Asian/Pacific Islander",2,1,1,1,0,0,1,1,0,0,1,1,0,200,67,"6+",120000,"Several Times a week","37,56700134","-121,9828949",-1,120000,120000,32.078413900646,"Low.Cal.Beef.and.Bean.Chili.Tacos",-10,NA,"LowCal"
"1694",28,"R_2So84scPu8SPeOL","Default Response Set","Anonymous",NA,NA,"166.175.62.117",0,"8/2/2015 20:38","8/2/2015 20:41",1,11031287,"Female",31,"White",2,1,1,0,1,1,0,0,1,0,1,0,1,140,65,"1",5e+05,"Several Times a week","38","-97",-1,500000,500000,23.8579881656805,"Low.Cal.Beef.and.Bean.Chili.Tacos",-13,NA,"LowCal"
"1695",29,"R_dauicyRCzRkmq4N","Default Response Set","Anonymous",NA,NA,"107.10.142.67",0,"8/2/2015 20:42","8/2/2015 20:44",1,82088744,"Female",54,"White",1,1,1,0,0,0,0,1,0,0,1,1,0,145,64,"2-3",20000,"Once or twice a week","39,30310059","-82,08280182",-1,20000,20000,25.48828125,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1696",30,"R_25yY4Qj13i70YCy","Default Response Set","Anonymous",NA,NA,"107.9.150.210",0,"8/2/2015 20:42","8/2/2015 20:44",1,44418002,"Female",47,"White",2,1,1,1,0,1,1,1,1,1,1,1,1,140,68,"4-5",NA,"Several Times a week","41,23139954","-80,75669861",-1,60,60,21.7993079584775,"Low.Cal.Beef.and.Bean.Chili.Tacos",-9,NA,"LowCal"
"1697",31,"R_saHPgZuibPnI7UB","Default Response Set","Anonymous",NA,NA,"69.47.41.110",0,"8/2/2015 20:39","8/2/2015 20:45",1,22788018,"Female",28,"White",1,0,1,0,1,1,0,0,1,0,1,1,0,150,58,"2-3",45000,"Once or twice a month","41,603302","-87,75469971",-1,45000,45000,32.1046373365042,"Low.Cal.Beef.and.Bean.Chili.Tacos",-14,NA,"LowCal"
"1698",32,"R_3PUe6KAlH5Ca9nm","Default Response Set","Anonymous",NA,NA,"66.87.151.50",0,"8/2/2015 20:42","8/2/2015 20:45",1,43137283,"Female",28,"White",1,1,0,1,1,1,0,0,1,0,1,1,0,125,64,"2-3",54000,"Once or twice a week","39,67170715","-104,9271011",-1,54000,54000,21.97265625,"Low.Cal.Beef.and.Bean.Chili.Tacos",-13,NA,"LowCal"
"1699",33,"R_3g7NyICFQaljkTA","Default Response Set","Anonymous",NA,NA,"96.233.101.189",0,"8/2/2015 20:42","8/2/2015 20:45",1,83198407,"Male",42,"White",1,0,0,0,1,0,1,0,1,1,1,1,0,207,73,"4-5",NA,"Once or twice a week","42,53349304","-71,10359955",-1,NA,NA,27.9677237755676,"Low.Cal.Beef.and.Bean.Chili.Tacos",-13,NA,"LowCal"
"1700",34,"R_1M5qb9Y5y4U9erj","Default Response Set","Anonymous",NA,NA,"74.111.26.20",0,"8/2/2015 20:44","8/2/2015 20:46",1,65792933,"Female",38,"Black or African American",1,1,1,1,0,1,1,1,1,0,1,1,1,214,62,"4-5",62000,"Once or twice a month","43,08920288","-76,02500153",-1,62000,62000,40.0832466181061,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1701",36,"R_1pxSCZIyZZnkCfc","Default Response Set","Anonymous",NA,NA,"73.185.34.182",0,"8/2/2015 20:47","8/2/2015 20:48",1,87072158,"Male",45,"White",2,1,0,1,0,1,0,1,0,0,1,1,0,173,71,"2-3",37500,"Several Times a week","39,73039246","-122,3378983",-1,37500,37500,24.7093830589169,"Low.Cal.Beef.and.Bean.Chili.Tacos",-10,NA,"LowCal"
"1702",37,"R_31zpuo83oNqj1uv","Default Response Set","Anonymous",NA,NA,"70.189.34.122",0,"8/2/2015 20:45","8/2/2015 20:48",1,27894772,"Male",30,"White",1,1,0,0,NA,0,NA,0,1,0,1,1,0,105,66,"4-5",40000,"Once or twice a week","29,957901","-91,87210083",-1,40000,40000,17.3553719008264,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1703",39,"R_2WClBjWxW7cqfgL","Default Response Set","Anonymous",NA,NA,"96.251.33.113",0,"8/2/2015 20:51","8/2/2015 20:54",1,13610054,"Male",34,"White",2,1,1,0,1,1,1,0,1,0,1,1,0,190,66,"1",12000,"Once or twice a month","34,5776062","-117,1591949",-1,12000,12000,31.4049586776859,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1704",41,"R_3htI6k3v6NfvJDA","Default Response Set","Anonymous",NA,NA,"108.2.124.210",0,"8/2/2015 20:54","8/2/2015 20:57",1,30173023,"Male",26,"White",1,1,1,0,1,1,1,0,1,0,1,1,0,215,70,"1",75000,"Once or twice a week","39,18170166","-75,5970993",-1,75000,75000,31.5918367346939,"Low.Cal.Beef.and.Bean.Chili.Tacos",-14,NA,"LowCal"
"1705",43,"R_xo7mtNaxgPLWmvD","Default Response Set","Anonymous",NA,NA,"108.52.0.187",0,"8/2/2015 20:57","8/2/2015 21:00",1,2472239,"Male",29,"Hispanic or Latino",2,1,0,1,1,1,1,1,0,0,1,0,0,189,73,"2-3",70000,"Several Times a week","39,15879822","-75,49410248",-1,70000,70000,25.5357477950835,"Low.Cal.Beef.and.Bean.Chili.Tacos",-13,NA,"LowCal"
"1706",45,"R_ylmLIx3CF6el3Hj","Default Response Set","Anonymous",NA,NA,"160.3.51.12",0,"8/2/2015 21:04","8/2/2015 21:06",1,90931479,"Male",31,"White",2,0,0,0,1,0,1,1,1,1,0,0,0,230,72,"2-3",70000,"Several Times a week","34,61819458","-99,27320099",-1,70000,70000,31.9444444444444,"Low.Cal.Beef.and.Bean.Chili.Tacos",-13,NA,"LowCal"
"1707",46,"R_1CwPmObPGZfISL0","Default Response Set","Anonymous",NA,NA,"54.148.44.119",0,"8/2/2015 21:03","8/2/2015 21:07",1,70288442,"Male",38,"White",2,0,1,0,1,1,1,0,1,0,0,1,1,230,73,"4-5",1e+05,"Several Times a week","45,83990479","-119,7005997",-1,100000,100000,31.0752486395196,"Low.Cal.Beef.and.Bean.Chili.Tacos",-10,NA,"LowCal"
"1708",48,"R_23VtvTT0qMk6keU","Default Response Set","Anonymous",NA,NA,"74.215.206.165",0,"8/2/2015 21:09","8/2/2015 21:11",1,76688941,"Female",42,NA,1,0,0,1,1,0,1,1,1,0,1,1,1,195,71,NA,110000,"Several Times a week","39,28309631","-84,5161972",-1,110000,110000,27.8516167427098,"Low.Cal.Beef.and.Bean.Chili.Tacos",-9,NA,"LowCal"
"1709",50,"R_3CWrSTTfLpgKDqu","Default Response Set","Anonymous",NA,NA,"121.211.226.91",0,"8/2/2015 21:13","8/2/2015 21:15",1,82444775,"Male",35,"White",1,1,0,1,0,0,1,1,1,1,1,1,0,220,74,"4-5",1e+05,"Once or twice a month","-33,96670532","151,083313",-1,100000,100000,28.9262235208181,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1710",51,"R_vuhIZotq5bkTdrr","Default Response Set","Anonymous",NA,NA,"108.41.15.100",0,"8/2/2015 21:14","8/2/2015 21:19",1,41233844,"Male",36,"Asian/Pacific Islander",2,1,0,0,0,0,0,0,0,1,0,0,0,252,71,"2-3",29000,"Once or twice a month","40,90640259","-73,13189697",-1,290009,290009,35.9928585598096,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1711",52,"R_2EcxnhVDBgUVw5S","Default Response Set","Anonymous",NA,NA,"216.49.148.67",0,"8/2/2015 21:18","8/2/2015 21:20",1,58984704,"Male",19,"White",1,1,0,1,0,1,1,1,1,0,1,1,0,155,74,"4-5",11000,"Several Times a week","42,28649902","-71,71469879",-1,11000,11000,20.3798392987582,"Low.Cal.Beef.and.Bean.Chili.Tacos",-11,NA,"LowCal"
"1712",54,"R_1FtbbcyLvEtRcAk","Default Response Set","Anonymous",NA,NA,"99.132.233.251",0,"8/2/2015 21:18","8/2/2015 21:22",1,40176361,"Male",61,"White",1,1,1,0,0,1,0,1,0,0,1,1,1,216,66,"2-3",70000,"Once or twice a week","41,603302","-87,75469971",-1,70000,70000,35.702479338843,"Low.Cal.Beef.and.Bean.Chili.Tacos",-10,NA,"LowCal"
